ApproxErrorHigh,ApproxErrorLow,M000_MF,M000_mass,M000n1_InterpMF,M000n1_MF,M000n1_mass,directRatio,interpolatedRatio,numClusters1,numClusters2,stepNum
0.004759918043515371,0.004739416391792696,6.0963e-05,11752000000000.0,4.76968896950241e-05,4.7745e-05,11745920000000.0,0.7831799616160622,0.782390789413646,61781.0,48386.0,163
0.006300584575171904,0.006264181640782871,3.4166e-05,15934440000000.0,2.6356902254988675e-05,2.6356e-05,15934720000000.0,0.7714101738570509,0.7714365818354117,34625.0,26710.0,163
0.008651156855637733,0.008582508176542372,1.8115e-05,21610940000000.0,1.3943026008254409e-05,1.3926e-05,21623580000000.0,0.7687551752691141,0.769695059798753,18358.0,14113.0,163
0.012091989105926933,0.0119555620704785,9.0357e-06,29277100000000.0,6.819760499789158e-06,6.8254e-06,29267840000000.0,0.7553814314330931,0.7547572960356317,9157.0,6917.0,163
0.016799093820620975,0.01652053245865235,4.3437e-06,39621490000000.0,3.093235502384624e-06,3.0826e-06,39673750000000.0,0.709671478232843,0.7121199673975238,4402.0,3124.0,163
0.02685106776486619,0.02617905552255258,1.8304e-06,53825860000000.0,1.364858067685532e-06,1.3607e-06,53887390000000.0,0.743389423076923,0.7456610946708544,1855.0,1379.0,163
0.049288861558847326,0.047351394990075096,6.6408e-07,72627490000000.0,5.667716483232027e-07,5.7429e-07,72380340000000.0,0.8647903867003975,0.853468931940734,673.0,582.0,163
0.07969958671738699,0.07420701830315403,2.2695e-07,98575140000000.0,1.739937558347354e-07,1.7268e-07,98768590000000.0,0.7608724388631858,0.7666611845549037,230.0,175.0,163
0.16793737781531773,0.14726920801904694,6.2165e-08,135542000000000.0,5.271656251351223e-08,5.3285e-08,135257300000000.0,0.8571543473015362,0.8480103356150925,63.0,54.0,163
0.3804899946956195,0.2860020824929344,1.3815e-08,183285900000000.0,1.1310106777111617e-08,1.0854e-08,184771000000000.0,0.7856677524429968,0.8186830819479998,14.0,11.0,163
0.45309398366714454,0.2958495768307851,5.9205e-09,247365100000000.0,3.5794245632089104e-09,4.9338e-09,233613600000000.0,0.8333417785659994,0.6045814649453443,6.0,5.0,163
,,9.8675e-10,312380400000000.0,,9.8675e-10,311228800000000.0,1.0,,1.0,1.0,163
